央视频道,#genre#
纪实科教(1080p),http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226105/1/index.m3u8?fmt=ts2hls

山东频道,#genre#
山东教育(600p),http://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8


山西频道,#genre#
山西影视(720p),http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
山西社会与法治(720p),http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true
晋中综合(1080p),http://jzlive.jztvnews.com:90/live/jzzh.m3u8
晋中公共(1080p),http://jzlive.jztvnews.com:90/live/jzgg.m3u8

河北频道,#genre#
河北都市(540p),http://tv.pull.hebtv.com/jishi/dushipindao.m3u8?t=2510710360&k=0a371e84fa6980927f5b617687e1ad11
河北公共(540p),http://tv.pull.hebtv.com/jishi/gonggongpindao.m3u8?t=2510710360&k=753a034a499730b224c99667ec91eb4e
河北经济(540p),http://tv.pull.hebtv.com/jishi/jingjishenghuo.m3u8?t=2510710360&k=5ae52d7ff5118e85c19a12237a3518cb
河北农民(540p),http://tv.pull.hebtv.com/jishi/nongminpindao.m3u8?t=2510710360&k=1c19f1e16256d45e9fdcb9b6725647cc
河北影视(540p),http://tv.pull.hebtv.com/jishi/yingshijupindao.m3u8?t=2510710360&k=22da13f91d94e04e4935c5ed39dbdb62



浙江频道,#genre#
余杭综合频道(1080p),http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余姚姚江文化(576p),http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
余杭未来E频道(1080p),http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合(1080p),http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
武义新闻综合(576P),http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
上虞新闻综合(1080p),http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院(1080P),http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都(1080P),http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
平湖民生休闲(720p),http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
平湖新闻综合(720p),http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
兰溪新闻综合(720p),http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
嵊州新闻综合(720p),http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
萧山生活频道(720p),http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
萧山新闻综合(720p),http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
诸暨新闻综合(1080p),http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
海宁生活服务(1080p),http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed
义乌新闻综合(540p),https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine

吉林频道,#genre#
双辽综合(576p),http://stream5.jlntv.cn/sl/sd/live.m3u8
双辽综合(576p),http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
舒兰新闻综合(576p),http://stream8.jlntv.cn/shulan/sd/live.m3u8
舒兰新闻综合(576p),http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild
通化县综合(900p),http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild
通化县综合(900p）,http://stream5.jlntv.cn/thx/sd/live.m3u8
汪清综合(900p),http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild
汪清综合(900p),http://stream5.jlntv.cn/wq/sd/live.m3u8
珲春新闻综合(900p),http://stream8.jlntv.cn/hctv/sd/live.m3u8
东丰综合(576p),http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
东丰综合(576p),http://stream5.jlntv.cn/df/sd/live.m3u8
九台综合(576p),http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
九台综合(576p),http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
柳河综合(576p),http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
柳河综合(576p),http://stream5.jlntv.cn/lh/sd/live.m3u8
磐石综合(576p),http://stream5.jlntv.cn/ps/sd/live.m3u8
磐石综合(576p),http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
松原公共频道(576p),http://stream8.jlntv.cn/sytv2/sd/live.m3u8
龙井综合(900p),http://stream8.jlntv.cn/ljtv/sd/live.m3u8
龙井综合(900p),http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
辉南新闻综合(576p),http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
桦甸综合(576p),http://stream10.jlntv.cn/huadian/sd/live.m3u8
靖宇综合(900p),http://stream8.jlntv.cn/jytv/sd/live.m3u8
靖宇综合(900p),http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
延边1(720p),http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8?zjild
延边2(720p),http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8
延边2(720p),http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8?zjild

河南频道,#genre#
新郑综合频道(1080P),http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
新野综合(1080P),http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
泌阳新闻综合(1080P),http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
灵宝新闻综合(1080P),http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8

云南频道,#genre#
怒江新闻综合(720P),http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
怒江新闻综合(720P),http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8?zyund
屏边综合(576p),http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel5/playlist.m3u8

4k,#genre#
苏州(4k),http://liveshowbak2.kan0512.com/norecord/csztv4k_4k.m3u8
苏州(4k),http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
斗鱼4K电影(4k),http://159.75.85.63:35455/douyu/9249162

动画片影视,#genre#
金鹰卡通(1080p),http://39.135.15.93:6610/PLTV/88888888/224/3221225731/1/index.m3u8?fmt=ts2hls
金鹰卡通(1080p),http://39.135.16.142:6060/PLTV/88888888/224/3221225731/1/index.m3u8?fmt=ts2hls
金鹰卡通(1080),http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226296/1/1.m3u8?fmt=ts2hls
优漫卡通(576p),http://39.135.15.93:6610/PLTV/88888888/224/3221225763/1/index.m3u8?fmt=ts2hls
优漫卡通(576p),http://39.135.16.142:6060/PLTV/88888888/224/3221225763/1/index.m3u8?fmt=ts2hls
卡酷少儿(576p),http://39.135.16.142:6060/PLTV/88888888/224/3221225732/1/index.m3u8?fmt=ts2hls
卡酷少儿(576p),http://39.135.15.93:6610/PLTV/88888888/224/3221225732/1/index.m3u8?fmt=ts2hls
嘉佳卡通(576p),http://39.135.16.142:6060/PLTV/88888888/224/3221225690/1/index.m3u8?fmt=ts2hls
动漫秀场(1080p),http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226215/1/index.m3u8?fmt=ts2hls
动漫秀场(1080p),http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226211/1/index.m3u8?fmt=ts2hls
动漫秀场,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226211/1/index.m3u8?fmt=ts2hls
哈哈炫动(576p),http://39.135.15.93:6610/PLTV/88888888/224/3221225689/1/index.m3u8?fmt=ts2hls
哈哈炫动(576p),http://39.135.16.142:6060/PLTV/88888888/224/3221225689/1/index.m3u8?fmt=ts2hls
童年国漫(478p),http://bp-caster.bestv.com.cn/486/1/video.m3u8

影视频道,#genre#
超级电视剧(1080P),http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000008139&livemode=1&stbId=4
超级电影(1080P),http://gslbserv.itv.cmvideo.cn:80/1000000001000012884/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012884&livemode=1&stbId=3
上虞文化影视(1080p),http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
电影24(1036p),http://43.138.170.29:35455/huya/21059579
电影26(720p),http://43.138.170.29:35455/huya/21059577
电影33(748p),http://43.138.170.29:35455/huya/11602077
电影55(1080P),http://43.138.170.29:35455/huya/23652317
电影77(720p),http://43.138.170.29:35455/huya/11601971
电影78(576p),http://43.138.170.29:35455/huya/11342414
史诗级战争电影(720p),http://43.138.170.29:35455/huya/21059556
猫和老鼠(576p),http://bp-caster.bestv.com.cn:80/319/1/video.m3u8
猫和老鼠(576p),http://bp-caster.bestv.com.cn:80/319/1/video.m3u8?servicetype=1

虎牙影视频道,#genre#
虎牙-喜剧专场(720p),http://43.138.170.29:35455/huya/11602044
虎牙-经典高智商(1080P),http://43.138.170.29:35455/huya/11352962
虎牙-精彩不断(1080P),http://43.138.170.29:35455/huya/24396428
虎牙-港台电影(1080P),http://43.138.170.29:35455/huya/880261
虎牙-搞笑僵尸片(1080P),http://43.138.170.29:35455/huya/11352963
虎牙-金庸电影(720p),http://43.138.170.29:35455/huya/11352897
虎牙-歪果仁动作(1080P),http://43.138.170.29:35455/huya/21059552
虎牙-经典喜剧片(720p),http://43.138.170.29:35455/huya/11352894
虎牙-科幻电影(1080P),http://43.138.170.29:35455/huya/11602034
虎牙-电锯惊魂系列(576p),http://43.138.170.29:35455/huya/11352903
虎牙-金庸的武侠世界(492p),http://43.138.170.29:35455/huya/11342435
虎牙-好莱坞(960p),http://43.138.170.29:35455/huya/21059587
虎牙-经典好片(720p),http://43.138.170.29:35455/huya/11342427
虎牙-欧美娱乐(720p),http://43.138.170.29:35455/huya/21059574
虎牙-喜剧合家欢(720p),http://43.138.170.29:35455/huya/11352877
虎牙-看救援电影(720p),http://43.138.170.29:35455/huya/21059586
虎牙-麻雀(1080P),http://43.138.170.29:35455/huya/11352881
虎牙-沈腾(752p),http://43.138.170.29:35455/huya/11601968
虎牙-詹姆斯邦德(720p),http://43.138.170.29:35455/huya/21059585
虎牙-徐峥(720p),http://43.138.170.29:35455/huya/11602043
虎牙-徐克(720p),http://43.138.170.29:35455/huya/11352909
虎牙-李连杰(720p),http://43.138.170.29:35455/huya/11342390
虎牙-张卫健(720p),http://43.138.170.29:35455/huya/11342423
虎牙-周润发(692p),http://43.138.170.29:35455/huya/11342387
虎牙-林正英(720p),http://43.138.170.29:35455/huya/11342421
虎牙-刘德华(544p),http://43.138.170.29:35455/huya/11342424
虎牙-成龙(720p),http://43.138.170.29:35455/huya/11342386
虎牙-冯小刚(1080P),http://43.138.170.29:35455/huya/11352906
虎牙-孙悟空(800p),http://43.138.170.29:35455/huya/11342395
虎牙-甄子丹(720p),http://43.138.170.29:35455/huya/11352935
虎牙-洪金宝(296p),http://43.138.170.29:35455/huya/11279251
虎牙-庆余年(1080P),http://43.138.170.29:35455/huya/11352960
虎牙-黄渤(720p),http://43.138.170.29:35455/huya/11352876
虎牙-天龙八部(720p),http://43.138.170.29:35455/huya/11602041
虎牙-警匪(720p),http://43.138.170.29:35455/huya/11352886
虎牙-国产青春(546p),http://43.138.170.29:35455/huya/11602075
虎牙-红海行动(720p),http://43.138.170.29:35455/huya/11601986
虎牙-文成公主(720p),http://43.138.170.29:35455/huya/11352974
虎牙-许氏三杰(720p),http://43.138.170.29:35455/huya/11602033
虎牙-命案十三宗(720p),http://43.138.170.29:35455/huya/11601981
虎牙-魔法世界(720p),http://43.138.170.29:35455/huya/21059580
虎牙-杰森·斯坦森(720p),http://43.138.170.29:35455/huya/21059588
虎牙-王晶(720p),http://43.138.170.29:35455/huya/11602058
虎牙-中华小当家(432p),http://43.138.170.29:35455/huya/11342413
虎牙-神话(720p),http://43.138.170.29:35455/huya/11352913
虎牙-陈翔六点半(1080P),http://43.138.170.29:35455/huya/11274154
虎牙-黑帮斗争(680p),http://43.138.170.29:35455/huya/11342419
虎牙-精忠岳飞南征北战(720p),http://43.138.170.29:35455/huya/11336578
虎牙-百鸟朝凤(1080P),http://43.138.170.29:35455/huya/15894162
虎牙-巨石强森(720p),http://43.138.170.29:35455/huya/21059581
虎牙-生活大爆炸(1080P),http://43.138.170.29:35455/huya/11342417
虎牙-天雷滚滚(352p),http://43.138.170.29:35455/huya/11352945
虎牙-猫和老鼠(576p),http://43.138.170.29:35455/huya/11352879

百事电影,#genre#
百视电影2(1080P),https://bp-caster.bestv.com.cn/89/3/video.m3u8
百视电影3(1080P),https://bp-caster.bestv.com.cn/91/3/video.m3u8
百视电影6(1080P),https://bp-caster.bestv.com.cn/94/3/video.m3u8
百视电影7(1080P),https://bp-caster.bestv.com.cn/95/3/video.m3u8
百视电影12(1080P),https://bp-caster.bestv.com.cn/100/3/video.m3u8
百视电影16(1080P),https://bp-caster.bestv.com.cn/104/3/video.m3u8
百视电影20(1080P),https://bp-caster.bestv.com.cn/108/3/video.m3u8
百视电影21(1080P),https://bp-caster.bestv.com.cn/109/3/video.m3u8
百视电影29(1080P),https://bp-caster.bestv.com.cn/117/3/video.m3u8
百视电影33(1080P),https://bp-caster.bestv.com.cn/121/3/video.m3u8
百视电影35(1080P),https://bp-caster.bestv.com.cn/123/3/video.m3u8
百视电影36(1080P),https://bp-caster.bestv.com.cn/124/3/video.m3u8
百视电影37(1080P),https://bp-caster.bestv.com.cn/125/3/video.m3u8
百视电影38(1080P),https://bp-caster.bestv.com.cn/126/3/video.m3u8
百视电影40(1080P),https://bp-caster.bestv.com.cn/128/3/video.m3u8
百视电影41(1080P),https://bp-caster.bestv.com.cn/129/3/video.m3u8
百视电影42(1080P),https://bp-caster.bestv.com.cn/130/3/video.m3u8
百视电影43(1080P),https://bp-caster.bestv.com.cn/131/3/video.m3u8
百视电影44(1080P),https://bp-caster.bestv.com.cn/132/3/video.m3u8

音乐频道,#genre#
我们的歌(478p),http://bp-caster.bestv.com.cn/378/1/video.m3u8
B+音乐厅(478p),http://bp-caster.bestv.com.cn/469/1/video.m3u8

CGTN,#genre#
CGTN(576P),http://live.cgtn.com/1000/prog_index.m3u8
CGTN(576P),http://live.cgtn.com/1000/prog_index.m3u8
CGTN-纪录频道(576P),https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语频道(576P),http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN阿拉伯语频道(576P),http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN拉丁美洲频道(576P),http://livees.cgtn.com/1000e/prog_index.m3u8
CGTN西班牙语频道(576P),http://livees.cgtn.com/500e/prog_index.m3u8
CGTN法语频道(576P),https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN俄语(576P),http://news.cgtn.com/resource/live/russian/cgtn-r.m3u8
