&#127894;咪咕直播源,#genre#
云南卫视,https://hlszymgsplive.miguvideo.com:443/envivo_x/2018/SD/yunnan/1000/index.m3u8?msisdn=202403122001272b02b18e5eb54b96a312698f13bc3fd8&mdspid=&spid=600633&netType=0&sid=5910021491&pid=2028597139&timestamp=20240312200127&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=783846580&ParentNodeID=-99&assertID=5910021491&client_ip=117.162.79.92&SecurityKey=20240312200127&promotionId=&mvid=5900004345&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=bf7d9b5df5232c0ad9eeb1b2be35caaf

贵州卫视,https://hlszymgsplive.miguvideo.com:443/wd-guizhouwssd-600/index.m3u8?msisdn=20240312200128df28c2020dcc4e639270e94ad3bdd197&mdspid=&spid=600633&netType=0&sid=5910021490&pid=2028597139&timestamp=20240312200128&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=783845222&ParentNodeID=-99&assertID=5910021490&client_ip=117.162.79.92&SecurityKey=20240312200128&promotionId=&mvid=5900004347&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=1c8c166150863a18f10d92588bae8517

青海卫视,https://hlszymgsplive.miguvideo.com:443/envivo_w/2018/SD/qinghai/1000/index.m3u8?msisdn=202403122001280e6180ba1a7f4f6580d068f72311542c&mdspid=&spid=600632&netType=0&sid=5910020461&pid=2028597139&timestamp=20240312200128&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=738898486&ParentNodeID=-99&assertID=5910020461&client_ip=117.162.79.92&SecurityKey=20240312200128&promotionId=&mvid=5900004353&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=0278614ced36d9384b81dba1f22523fe

吉林卫视,https://hlszymgsplive.miguvideo.com:443/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=202403122001286f8b8dfea9bc4c2eba8248394f73b2b5&mdspid=&spid=600632&netType=0&sid=5910020465&pid=2028597139&timestamp=20240312200128&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=738906889&ParentNodeID=-99&assertID=5910020465&client_ip=117.162.79.92&SecurityKey=20240312200128&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=77761b38aadb26782912184290a849b8

6｜地方,#genre#

上海新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r4/dfl/xinwenzonghehd/600/index.m3u8?msisdn=20240312200151a82c080149804c7daac4b0030deec7f9&mdspid=&spid=699212&netType=0&sid=5500002275&pid=2028597139&timestamp=20240312200151&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=651632657&ParentNodeID=-99&assertID=5500002275&client_ip=117.162.79.92&SecurityKey=20240312200151&promotionId=&mvid=5100001716&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=f5f5d352b3ccfd82507f21b4169560e5

上视纪实人文,https://hlszymgsplive.miguvideo.com:443/wd_r2/2018/ocn/jspdhd/1000/index.m3u8?msisdn=202403122001511a91514d074f4d47948c4de0f95b44c4&mdspid=&spid=699212&netType=0&sid=5500002282&pid=2028597139&timestamp=20240312200151&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=617289997&ParentNodeID=-99&assertID=5500002282&client_ip=117.162.79.92&SecurityKey=20240312200151&promotionId=&mvid=5100001721&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=9f240a8415d650e4978d90bdaf334507

上海外语,https://hlszymgsplive.miguvideo.com:443/wd_r4/dfl/waiyusd/600/index.m3u8?msisdn=202403122001529a0a59e059e347c1acd5f250c4409669&mdspid=&spid=699212&netType=0&sid=5500013506&pid=2028597139&timestamp=20240312200152&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=618954688&ParentNodeID=-99&assertID=5500013506&client_ip=117.162.79.92&SecurityKey=20240312200152&promotionId=&mvid=2200112327&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=e7809fa107f2167ae7f3707ce966d82b

上海第一财经,https://hlszymgsplive.miguvideo.com:443/wd_r1/2018/bestv/dycj/1000/index.m3u8?msisdn=20240312200152f68fa1378f534dd4a5c6cc4aac352b36&mdspid=&spid=699212&netType=0&sid=2201008312&pid=2028597139&timestamp=20240312200152&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=608780988&ParentNodeID=-99&assertID=2201008312&client_ip=117.162.79.92&SecurityKey=20240312200152&promotionId=&mvid=2201008312&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=c9086f613c9a501184eaff14737b7058

七彩戏剧,https://hlszymgsplive.miguvideo.com:443/migu/kailu/qicaixjhd/50/20230411/index.m3u8?msisdn=2024031220015221dba0cb99304c8fa846df39864432b6&mdspid=&spid=600633&netType=0&sid=5910021600&pid=2028597139&timestamp=20240312200152&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=796071456&ParentNodeID=-99&assertID=5910021600&client_ip=117.162.79.92&SecurityKey=20240312200152&promotionId=&mvid=5900005804&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=b6a2052ed3dbaee793db324ee2f4a601

南方影视,https://hlszymgsplive.miguvideo.com:443/wd_r1/2018/nfmedia/nfys/1000/index.m3u8?msisdn=20240312200152e42ae6d9c21f4f72b16fda6a6230a618&mdspid=&spid=699054&netType=0&sid=2206173738&pid=2028597139&timestamp=20240312200152&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=614961829&ParentNodeID=-99&assertID=2206173738&client_ip=117.162.79.92&SecurityKey=20240312200152&promotionId=&mvid=2206173738&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=279b5235e5408b2e8baa9a71043f224c

南京新闻综合频道,https://hlszymgsplive.miguvideo.com:443/migu/kailu/nanjingxwzh/50/20230719/index.m3u8?msisdn=202403122001522679262213b14e619620f0d22c69c889&mdspid=&spid=699067&netType=0&sid=5910021863&pid=2028597139&timestamp=20240312200152&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=838109047&ParentNodeID=-99&assertID=5910021863&client_ip=117.162.79.92&SecurityKey=20240312200152&promotionId=&mvid=5900006203&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=3f6a2010d89fdbc3930d79f60d689c36

南京教科频道,https://hlszymgsplive.miguvideo.com:443/migu/kailu/nanjingkj/50/20230719/index.m3u8?msisdn=202403122001524eae1bb455044950a8d3c91eef273998&mdspid=&spid=699067&netType=0&sid=5910021865&pid=2028597139&timestamp=20240312200152&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=838153729&ParentNodeID=-99&assertID=5910021865&client_ip=117.162.79.92&SecurityKey=20240312200152&promotionId=&mvid=5900006205&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=8e76583e0cd8992678eb302fbd929cb7

南京十八频道,https://hlszymgsplive.miguvideo.com:443/migu/kailu/nanjingsb/50/20230719/index.m3u8?msisdn=20240312200152d0209eacb92d440387ce71dd2bb89ab1&mdspid=&spid=699067&netType=0&sid=5910021864&pid=2028597139&timestamp=20240312200152&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=838151753&ParentNodeID=-99&assertID=5910021864&client_ip=117.162.79.92&SecurityKey=20240312200152&promotionId=&mvid=5900006207&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=a2e1f132cc0a19fd6359469d2bdd7114

江苏城市频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jschengshi/600/index.m3u8?msisdn=202403122001534195c502e9a04a6fa303f99cf1c0a78b&mdspid=&spid=699067&netType=0&sid=5500260508&pid=2028597139&timestamp=20240312200153&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=626064714&ParentNodeID=-99&assertID=5500260508&client_ip=117.162.79.92&SecurityKey=20240312200153&promotionId=&mvid=5100186409&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=67553918af8cbcc20a673b8f4ea5b7e4

江苏国际,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jsguoji/600/index.m3u8?msisdn=20240312200153005d1b4b0d3242d4a5e07a82ea2f435d&mdspid=&spid=699067&netType=0&sid=5500260577&pid=2028597139&timestamp=20240312200153&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=626064674&ParentNodeID=-99&assertID=5500260577&client_ip=117.162.79.92&SecurityKey=20240312200153&promotionId=&mvid=5100186482&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=431137b2fecaff0c72211b35f8b95db7

江苏教育,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jsjiaoyu/600/index.m3u8?msisdn=202403122001532b8071b50510478487e2629da834b86a&mdspid=&spid=699067&netType=0&sid=5500287493&pid=2028597139&timestamp=20240312200153&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=628008321&ParentNodeID=-99&assertID=5500287493&client_ip=117.162.79.92&SecurityKey=20240312200153&promotionId=&mvid=5101012819&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=1ac83c849801b8bfe4b6c8804ab2595c

江苏影视频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jsyingshi/600/index.m3u8?msisdn=20240312200153de8b238d76174fe8844d21bc575ccc48&mdspid=&spid=699067&netType=0&sid=5500260517&pid=2028597139&timestamp=20240312200153&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=626064697&ParentNodeID=-99&assertID=5500260517&client_ip=117.162.79.92&SecurityKey=20240312200153&promotionId=&mvid=5100186424&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=bc2775e72f0635093480f1a226e3b9da

江苏综艺频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jszongyi/600/index.m3u8?msisdn=20240312200153c52942de5e7a4f879196efb63fa3ea07&mdspid=&spid=699067&netType=0&sid=5500260513&pid=2028597139&timestamp=20240312200153&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=626065193&ParentNodeID=-99&assertID=5500260513&client_ip=117.162.79.92&SecurityKey=20240312200153&promotionId=&mvid=5100186420&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=6af16f844f44007f084702965ef636ec

连云港新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/lygxinwenzonghe/600/index.m3u8?msisdn=20240312200153c01da72b5ef3479d992c356c0ecce00a&mdspid=&spid=699067&netType=0&sid=5500469369&pid=2028597139&timestamp=20240312200153&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=639731715&ParentNodeID=-99&assertID=5500469369&client_ip=117.162.79.92&SecurityKey=20240312200153&promotionId=&mvid=5102012621&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=b4be10daff64d1eda930403385d88721

公共新闻频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/jsgonggong/600/index.m3u8?msisdn=2024031220015330f958270ad24048bd804aa4607b7bd2&mdspid=&spid=699067&netType=0&sid=5500260520&pid=2028597139&timestamp=20240312200153&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=626064693&ParentNodeID=-99&assertID=5500260520&client_ip=117.162.79.92&SecurityKey=20240312200153&promotionId=&mvid=5100186429&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=2ae2cf221c4f766bd9e5d5283af81c57

淮安新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=20240312200154e2a5a2781d6e459093806519ca00094d&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20240312200154&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=117.162.79.92&SecurityKey=20240312200154&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=a3c6ac1e46a165ca30fd6c2f46757ccb

苏州新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/szxinwenzonghe/600/index.m3u8?msisdn=202403122001546a4592de63214c01878628dc5bc37907&mdspid=&spid=699067&netType=0&sid=5500469346&pid=2028597139&timestamp=20240312200154&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=639731952&ParentNodeID=-99&assertID=5500469346&client_ip=117.162.79.92&SecurityKey=20240312200154&promotionId=&mvid=5102012610&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=5c30e40852515da284518349a0915c76

泰州新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/tzxinwenzonghe/600/index.m3u8?msisdn=20240312200154dfd942e890604f2394721f5e20d9fef2&mdspid=&spid=699067&netType=0&sid=5500469354&pid=2028597139&timestamp=20240312200154&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=639731818&ParentNodeID=-99&assertID=5500469354&client_ip=117.162.79.92&SecurityKey=20240312200154&promotionId=&mvid=5102012615&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=1fe1204e07c8389d18ba36d8a40b54cd

宿迁新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/sqxinwenzonghe/600/index.m3u8?msisdn=202403122001548591c5a8d3de4c35ae26f7266c014dab&mdspid=&spid=699067&netType=0&sid=5500469357&pid=2028597139&timestamp=20240312200154&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=639731832&ParentNodeID=-99&assertID=5500469357&client_ip=117.162.79.92&SecurityKey=20240312200154&promotionId=&mvid=5102012616&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=8a67c38e46cc2a0075854b990a69eb68

徐州新闻综合,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/xzxinwenzonghe/600/index.m3u8?msisdn=20240312200154f48e9ff54b0943e1bdc4fb5bc3829888&mdspid=&spid=699067&netType=0&sid=5500469368&pid=2028597139&timestamp=20240312200154&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=639731747&ParentNodeID=-99&assertID=5500469368&client_ip=117.162.79.92&SecurityKey=20240312200154&promotionId=&mvid=5102012620&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=10b74b1b2fb8a8bc51962beeb6fdcf35

优漫卡通频道,https://hlszymgsplive.miguvideo.com:443/wd_r2/jstv/ymkt/600/index.m3u8?msisdn=20240312200154ca7e85d43ec44f7ebf7818a47b230b24&mdspid=&spid=699067&netType=0&sid=5500260553&pid=2028597139&timestamp=20240312200154&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=626064703&ParentNodeID=-99&assertID=5500260553&client_ip=117.162.79.92&SecurityKey=20240312200154&promotionId=&mvid=5100186455&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=94ab973142c0960fc54ce6afa90f3011

临洮电视台,https://hlszymgsplive.miguvideo.com:443/migu/kailu/linyaodst/50/20191206/index.m3u8?msisdn=20240312200155b372d68e1c394e85961b89a24a2c96e0&mdspid=&spid=800028&netType=0&sid=5500991922&pid=2028597139&timestamp=20240312200155&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=668225749&ParentNodeID=-99&assertID=5500991922&client_ip=117.162.79.92&SecurityKey=20240312200155&promotionId=&mvid=5102754317&mcid=500020&playurlVersion=WX-A1-7.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=9c8d474fc0c09729ac167c4bda6a6151

